Time,AccelerationX [m/s2],AccelerationY [m/s2],AccelerationZ [m/s2],Celsius [deg]
14:53:59,-0.17,-0.63,-9.93,24.5
14:53:59,0.00,-0.56,-9.97,24.5
14:53:59,-0.10,-0.52,-9.93,24.5
14:53:59,-0.08,-0.55,-10.02,24.5
14:53:59,-0.16,-0.64,-9.92,24.5
14:53:59,-0.09,-0.60,-9.93,24.5
14:53:59,-0.01,-0.56,-9.96,24.5
14:53:59,-0.07,-0.65,-9.88,24.5
14:53:59,-0.14,-0.59,-9.96,24.5
14:53:59,-0.03,-0.60,-9.94,24.5
14:53:59,-0.01,-0.60,-9.87,24.5
14:53:59,-0.07,-0.57,-9.99,24.5
14:53:59,-0.07,-0.63,-9.90,24.5
14:53:59,-0.03,-0.62,-9.82,24.5
14:53:59,-0.09,-0.56,-10.02,24.5
14:53:59,-0.04,-0.65,-9.88,24.5
14:53:59,0.04,-0.59,-9.93,24.5
14:53:59,0.01,-0.56,-9.93,24.5
14:53:59,-0.06,-0.55,-9.95,24.5
14:53:59,-0.13,-0.74,-9.94,24.5
14:53:59,0.01,-0.59,-9.89,24.5
14:53:59,-0.16,-0.63,-9.98,24.5
14:53:59,-0.11,-0.58,-9.91,24.5
14:53:59,-0.08,-0.51,-9.84,24.5
14:53:59,-0.09,-0.60,-9.75,24.5
14:53:59,-0.07,-0.58,-9.93,24.5
14:53:59,-0.02,-0.60,-9.92,24.5
14:53:59,-0.04,-0.55,-9.95,24.5
14:53:59,-0.06,-0.65,-9.95,24.5
14:53:59,-0.21,-0.59,-9.88,24.5
14:53:59,-0.07,-0.58,-9.86,24.5
14:53:59,-0.04,-0.62,-9.83,24.5
14:53:59,-0.16,-0.68,-9.92,24.5
14:53:59,-0.15,-0.57,-9.83,24.5
14:53:59,-0.06,-0.63,-9.89,24.5
14:53:59,-0.14,-0.54,-9.95,24.5
14:53:59,-0.12,-0.57,-10.02,24.5
14:53:59,-0.14,-0.60,-9.90,24.5
14:53:59,-0.05,-0.63,-9.90,24.5
14:53:59,-0.06,-0.56,-9.84,24.5
14:53:59,-0.10,-0.73,-9.87,24.5
14:53:59,-0.11,-0.68,-9.79,24.5
14:53:59,-0.02,-0.63,-9.98,24.5
14:53:59,-0.11,-0.74,-9.94,24.5
14:53:59,-0.06,-0.63,-9.95,24.5
14:53:59,-0.08,-0.66,-9.91,24.5
14:53:59,-0.12,-0.50,-9.93,24.5
14:53:59,-0.07,-0.62,-9.92,24.5
14:53:59,-0.09,-0.61,-9.91,24.5
14:53:59,-0.13,-0.57,-9.96,24.5
14:53:59,0.05,-0.64,-9.98,24.5
14:53:59,-0.14,-0.65,-9.89,24.5
14:53:59,-0.04,-0.59,-10.08,24.5
14:53:59,-0.06,-0.63,-9.99,24.5
14:53:59,-0.09,-0.61,-10.01,24.5
14:53:59,0.03,-0.60,-10.01,24.5
14:53:59,-0.08,-0.52,-9.96,24.5
14:53:59,0.00,-0.58,-9.95,24.5
14:53:59,-0.09,-0.56,-9.95,24.5
14:53:59,-0.07,-0.54,-10.02,24.5
14:53:59,-0.10,-0.63,-9.95,24.5
14:53:59,-0.09,-0.60,-9.83,24.5
14:53:59,-0.09,-0.67,-9.90,24.5
14:53:59,-0.19,-0.60,-9.89,24.5
14:53:59,-0.20,-0.63,-9.93,24.5
14:53:59,-0.05,-0.60,-9.95,24.5
14:53:59,0.02,-0.63,-9.92,24.5
14:53:59,-0.12,-0.56,-10.01,24.5
14:53:59,-0.06,-0.68,-9.92,24.5
14:53:59,-0.04,-0.59,-9.93,24.5
14:53:59,-0.10,-0.63,-9.94,24.5
14:53:59,-0.02,-0.61,-10.01,24.5
14:53:59,-0.06,-0.71,-9.98,24.5
14:53:59,-0.18,-0.61,-9.95,24.5
14:53:59,-0.06,-0.77,-9.94,24.5
14:53:59,-0.12,-0.59,-9.88,24.5
14:53:59,-0.12,-0.55,-9.97,24.5
14:53:59,-0.12,-0.65,-9.96,24.5
14:53:59,-0.07,-0.60,-9.87,24.5
14:53:59,-0.08,-0.69,-9.89,24.5
14:53:59,-0.03,-0.57,-9.98,24.5
14:53:59,-0.12,-0.61,-10.00,24.5
14:53:59,0.05,-0.64,-9.92,24.5
14:53:59,0.00,-0.64,-9.97,24.5
14:53:59,-0.13,-0.64,-9.89,24.5
14:53:59,-0.07,-0.68,-10.00,24.5
14:53:59,-0.07,-0.52,-10.00,24.5
14:53:59,-0.11,-0.63,-9.94,24.5
14:53:59,-0.13,-0.62,-10.00,24.5
14:53:59,-0.03,-0.60,-9.88,24.5
14:53:59,-0.09,-0.60,-9.80,24.5
14:53:59,-0.21,-0.55,-9.90,24.5
14:53:59,-0.07,-0.59,-9.99,24.5
14:53:59,-0.09,-0.60,-9.98,24.5
14:53:59,-0.12,-0.60,-9.88,24.5
14:53:59,-0.08,-0.55,-9.89,24.5
14:53:59,0.00,-0.66,-9.92,24.5
14:53:59,-0.16,-0.62,-9.97,24.5
14:53:59,-0.06,-0.73,-9.97,24.5
14:53:59,-0.15,-0.62,-9.90,24.5
14:53:59,-0.01,-0.69,-9.94,24.5
14:53:59,-0.01,-0.67,-10.00,24.5
14:53:59,-0.08,-0.57,-10.01,24.5
14:53:59,-0.11,-0.64,-9.96,24.5
14:53:59,-0.13,-0.54,-9.88,24.5
14:53:59,-0.10,-0.50,-9.96,24.5
14:53:59,-0.07,-0.62,-9.89,24.5
14:53:59,-0.13,-0.56,-9.90,24.5
14:53:59,-0.04,-0.62,-9.91,24.5
14:53:59,-0.05,-0.54,-10.02,24.5
14:53:59,-0.09,-0.60,-9.99,24.5
14:53:59,-0.04,-0.55,-10.03,24.5
14:53:59,-0.17,-0.65,-9.92,24.5
14:53:59,-0.05,-0.59,-9.95,24.5
14:54:00,-0.13,-0.61,-9.97,24.5
14:54:00,-0.07,-0.56,-9.94,24.5
14:54:00,-0.07,-0.56,-9.92,24.5
14:54:00,-0.06,-0.63,-9.91,24.5
14:54:00,-0.04,-0.67,-9.88,24.5
14:54:00,-0.14,-0.56,-9.83,24.5
14:54:00,-0.04,-0.57,-9.85,24.5
14:54:00,0.03,-0.65,-9.94,24.5
14:54:00,-0.10,-0.47,-9.97,24.5
14:54:00,-0.04,-0.60,-9.91,24.5
14:54:00,-0.02,-0.62,-10.00,24.5
14:54:00,-0.10,-0.56,-9.91,24.5
14:54:00,-0.04,-0.65,-9.99,24.5
14:54:00,-0.11,-0.55,-9.94,24.5
14:54:00,-0.10,-0.68,-9.94,24.5
14:54:00,-0.04,-0.61,-9.87,24.5
14:54:00,-0.09,-0.65,-9.91,24.5
14:54:00,-0.03,-0.63,-9.90,24.5
14:54:00,-0.07,-0.63,-9.98,24.5
14:54:00,-0.08,-0.64,-9.93,24.5
14:54:00,0.01,-0.56,-9.93,24.5
14:54:00,-0.15,-0.63,-9.99,24.5
14:54:00,-0.11,-0.66,-9.92,24.5
14:54:00,-0.09,-0.72,-9.87,24.5
14:54:00,-0.22,-0.53,-9.90,24.5
14:54:00,-0.04,-0.61,-9.90,24.5
14:54:00,-0.06,-0.51,-9.93,24.5
14:54:00,-0.07,-0.67,-9.96,24.5
14:54:00,-0.19,-0.61,-9.95,24.5
14:54:00,-0.01,-0.51,-9.99,24.5
14:54:00,-0.06,-0.46,-9.95,24.5
14:54:00,-0.03,-0.52,-9.92,24.5
14:54:00,-0.16,-0.69,-9.94,24.5
14:54:00,-0.07,-0.64,-9.91,24.5
14:54:00,-0.08,-0.63,-9.82,24.5
14:54:00,-0.12,-0.60,-9.96,24.5
14:54:00,-0.12,-0.51,-9.99,24.5
14:54:00,-0.14,-0.70,-9.93,24.5
14:54:00,-0.03,-0.70,-9.92,24.5
14:54:00,-0.02,-0.54,-9.91,24.5
14:54:00,-0.07,-0.59,-9.99,24.5
14:54:00,-0.18,-0.65,-10.07,24.5
14:54:00,-0.24,-0.55,-9.89,24.5
14:54:00,-0.09,-0.70,-9.97,24.5
14:54:00,-0.12,-0.63,-9.94,24.5
14:54:00,0.00,-0.64,-9.94,24.5
14:54:00,-0.14,-0.56,-9.98,24.5
14:54:00,-0.13,-0.49,-9.92,24.5
14:54:00,0.00,-0.62,-10.00,24.5
14:54:00,0.00,-0.64,-9.92,24.5
14:54:00,-0.05,-0.56,-9.88,24.5
14:54:00,-0.15,-0.60,-9.95,24.5
14:54:00,-0.24,-0.57,-9.94,24.5
14:54:00,-0.06,-0.62,-9.92,24.5
14:54:00,-0.10,-0.64,-9.97,24.5
14:54:00,-0.03,-0.60,-9.92,24.5
14:54:00,-0.03,-0.57,-9.97,24.5
14:54:00,-0.10,-0.69,-9.88,24.5
14:54:00,-0.10,-0.56,-9.95,24.5
14:54:00,-0.12,-0.59,-9.94,24.5
14:54:00,-0.09,-0.04,-9.94,24.5
14:54:00,-0.09,-0.57,-9.97,24.5
14:54:00,-0.10,-0.59,-9.93,24.5
14:54:00,-0.02,-0.55,-10.04,24.5
14:54:00,-0.01,-0.59,-9.89,24.5
14:54:00,-0.04,-0.75,-9.75,24.5
14:54:00,0.01,-0.59,-10.00,24.5
14:54:00,-0.04,-0.55,-9.94,24.5
14:54:00,-0.11,-0.63,-9.92,24.5
14:54:00,-0.03,-0.54,-9.93,24.5
14:54:00,0.09,-0.58,-9.97,24.5
14:54:00,-0.17,-0.57,-9.94,24.5
14:54:00,-0.10,-0.64,-9.95,24.5
14:54:00,-0.14,-0.58,-9.98,24.5
14:54:00,-0.07,-0.68,-10.00,24.5
14:54:00,-0.05,-0.64,-9.94,24.5
14:54:00,-0.12,-0.58,-9.92,24.5
14:54:00,0.00,-0.65,-9.91,24.5
14:54:00,-0.02,-0.63,-9.93,24.5
14:54:00,-0.01,-0.64,-9.89,24.5
14:54:00,-0.05,-0.74,-9.84,24.5
14:54:00,-0.13,-0.63,-9.93,24.5
14:54:00,-0.17,-0.62,-9.87,24.5
14:54:00,-0.14,-0.68,-9.95,24.5
14:54:00,0.04,-0.63,-9.97,24.5
14:54:00,-0.13,-0.56,-9.81,24.5
14:54:00,-0.02,-0.57,-9.95,24.5
14:54:00,-0.06,-0.69,-9.95,24.5
14:54:00,-0.03,-0.70,-9.99,24.5
14:54:00,-0.02,-0.53,-9.96,24.5
14:54:00,-0.06,-0.56,-9.97,24.5
14:54:00,-0.11,-0.53,-10.04,24.5
14:54:00,-0.09,-0.70,-9.92,24.5
14:54:00,-0.03,-0.62,-9.94,24.5
14:54:00,-0.21,-0.52,-9.93,24.5
14:54:00,-0.21,-0.62,-9.92,24.5
14:54:00,-0.11,-0.64,-9.91,24.5
14:54:00,-0.15,-0.53,-9.87,24.5
14:54:00,-0.12,-0.53,-9.97,24.5
14:54:00,-0.04,-0.57,-9.86,24.5
14:54:00,-0.17,-0.67,-9.82,24.5
14:54:00,-0.14,-0.58,-9.98,24.5
14:54:00,0.00,-0.64,-9.97,24.5
14:54:00,-0.18,-0.68,-9.99,24.5
14:54:00,-0.05,-0.62,-9.93,24.5
14:54:00,-0.07,-0.66,-9.88,24.5
14:54:00,-0.15,-0.61,-9.89,24.5
14:54:00,-0.02,-0.60,-9.94,24.5
14:54:00,-0.04,-0.63,-9.90,24.5
14:54:00,-0.02,-0.61,-9.96,24.5
14:54:00,-0.10,-0.53,-10.00,24.5
14:54:00,-0.04,-0.62,-9.93,24.5
14:54:00,-0.13,-0.58,-9.93,24.5
14:54:00,-0.13,-0.65,-9.94,24.5
14:54:00,-0.08,-0.59,-9.93,24.5
14:54:00,-0.05,-0.55,-9.95,24.5
14:54:00,-0.08,-0.56,-9.89,24.5
14:54:00,-0.14,-0.56,-9.95,24.5
14:54:00,-0.09,-0.59,-9.89,24.5
14:54:00,-0.06,-0.58,-9.98,24.5
14:54:00,-0.07,-0.56,-9.96,24.5
14:54:00,-0.07,-0.54,-9.95,24.5
14:54:00,-0.05,-0.64,-9.96,24.5
14:54:00,-0.20,-0.69,-9.98,24.5
14:54:00,-0.03,-0.68,-9.94,24.5
14:54:00,-0.09,-0.67,-9.87,24.5
14:54:00,-0.04,-0.70,-9.93,24.5
14:54:00,-0.01,-0.71,-9.84,24.5
14:54:00,-0.07,-0.67,-9.87,24.5
14:54:00,-0.02,-0.63,-9.81,24.5
14:54:00,-0.09,-0.62,-9.93,24.5
14:54:00,-0.05,-0.58,-9.87,24.5
14:54:00,-0.14,-0.69,-10.01,24.5
14:54:00,0.05,-0.57,-9.91,24.5
14:54:00,-0.03,-0.58,-9.91,24.5
14:54:00,-0.04,-0.64,-9.93,24.5
14:54:00,-0.03,-0.61,-9.95,24.5
14:54:00,0.00,-0.55,-9.90,24.5
14:54:00,-0.02,-0.61,-9.96,24.5
14:54:00,-0.17,-0.63,-9.93,24.5
14:54:00,-0.13,-0.59,-9.89,24.5
14:54:00,0.00,-0.58,-9.91,24.5
14:54:00,-0.02,-0.67,-9.90,24.5
14:54:00,-0.09,-0.59,-9.92,24.5
14:54:00,-0.10,-0.47,-9.96,24.5
14:54:00,-0.03,-0.66,-9.95,24.5
14:54:00,-0.17,-0.54,-9.96,24.5
14:54:00,-0.08,-0.64,-9.89,24.5
14:54:00,-0.19,-0.68,-9.81,24.5
14:54:00,-0.09,-0.67,-9.95,24.5
14:54:00,-0.16,-0.66,-9.95,24.5
14:54:00,-0.12,-0.58,-9.96,24.5
14:54:00,-0.10,-0.56,-9.95,24.5
14:54:00,0.01,-0.63,-9.89,24.5
14:54:00,-0.12,-0.52,-9.96,24.5
14:54:00,-0.21,-0.58,-9.91,24.5
14:54:00,-0.09,-0.54,-9.99,24.5
14:54:00,-0.08,-0.63,-9.95,24.5
14:54:00,-0.03,-0.63,-9.96,24.5
14:54:00,-0.02,-0.54,-10.01,24.5
14:54:00,0.01,-0.56,-9.90,24.5
14:54:00,-0.11,-0.71,-9.98,24.5
14:54:00,-0.11,-0.59,-9.99,24.5
14:54:00,-0.09,-0.63,-9.90,24.5
14:54:00,-0.03,-0.59,-9.95,24.5
14:54:00,-0.09,-0.70,-9.93,24.5
14:54:00,-0.20,-0.65,-9.90,24.5
14:54:00,-0.12,-0.61,-9.91,24.5
14:54:00,-0.08,-0.71,-9.98,24.5
14:54:00,-0.09,-0.62,-9.99,24.5
14:54:00,-0.09,-0.62,-10.01,24.5
14:54:00,0.05,-0.60,-9.91,24.5
14:54:00,-0.05,-0.61,-9.93,24.5
14:54:00,-0.07,-0.60,-9.85,24.5
14:54:00,-0.04,-0.58,-9.87,24.5
14:54:00,-0.12,-0.64,-9.90,24.5
14:54:00,-0.19,-0.60,-9.87,24.5
14:54:00,0.01,-0.50,-9.94,24.5
14:54:00,-0.14,-0.65,-9.93,24.5
14:54:00,-0.03,-0.53,-9.96,24.5
14:54:00,-0.09,-0.63,-9.99,24.5
14:54:00,-0.10,-0.65,-10.00,24.5
14:54:00,-0.03,-0.62,-9.90,24.5
14:54:00,-0.15,-0.60,-9.99,24.5
14:54:00,-0.10,-0.57,-9.92,24.5
14:54:00,-0.13,-0.57,-9.88,24.5
14:54:00,-0.09,-0.59,-9.88,24.5
14:54:00,-0.09,-0.66,-9.83,24.5
14:54:00,-0.08,-0.64,-9.92,24.5
14:54:00,-0.10,-0.60,-9.84,24.5
14:54:00,-0.10,-0.59,-9.94,24.5
14:54:00,-0.04,-0.63,-10.01,24.5
14:54:00,-0.07,-0.56,-9.90,24.5
14:54:00,-0.02,-0.58,-9.94,24.5
14:54:00,-0.15,-0.59,-9.87,24.5
14:54:00,-0.10,-0.55,-9.93,24.5
14:54:00,-0.13,-0.59,-9.92,24.5
14:54:00,-0.15,-0.61,-9.88,24.5
14:54:00,-0.14,-0.61,-9.98,24.5
14:54:00,-0.08,-0.64,-9.97,24.5
14:54:00,-0.12,-0.60,-9.94,24.5
14:54:00,0.00,-0.60,-10.04,24.5
14:54:00,-0.08,-0.61,-9.93,24.5
14:54:00,-0.11,-1.24,-9.99,24.5
14:54:00,-0.09,-0.64,-9.88,24.5
14:54:00,-0.05,-0.52,-9.84,24.5
14:54:00,-0.04,-0.58,-9.82,24.5
14:54:00,-0.02,-0.61,-9.94,24.5
14:54:00,-0.06,-0.64,-9.89,24.5
14:54:00,0.01,-0.71,-9.93,24.5
14:54:00,-0.14,-0.58,-9.95,24.5
14:54:00,-0.10,-0.63,-9.93,24.5
14:54:00,-0.01,-0.58,-10.03,24.5
14:54:00,-0.08,-0.49,-9.94,24.5
14:54:00,-0.09,-0.59,-9.88,24.5
14:54:00,0.00,-0.65,-9.87,24.5
14:54:00,-0.21,-0.57,-9.90,24.5
14:54:00,-0.19,-0.48,-9.89,24.5
14:54:00,-0.16,-0.59,-9.98,24.5
14:54:00,-0.07,-0.58,-9.89,24.5
14:54:00,-0.12,-0.65,-10.09,24.5
14:54:00,-0.14,-0.63,-9.90,24.5
14:54:00,-0.10,-0.63,-9.89,24.5
14:54:00,-0.03,-0.66,-9.99,24.5
14:54:00,-0.06,-0.65,-9.86,24.5
14:54:00,-0.09,-0.63,-9.87,24.5
14:54:00,-0.12,-0.55,-9.98,24.5
14:54:00,-0.14,-0.52,-9.87,24.5
14:54:00,-0.01,-0.61,-9.92,24.5
14:54:00,-0.11,-0.62,-9.95,24.5
14:54:00,-0.03,-0.59,-9.93,24.5
14:54:00,-0.02,-0.51,-10.04,24.5
14:54:00,-0.04,-0.72,-10.05,24.5
14:54:01,-0.01,-0.64,-9.94,24.5
14:54:01,-0.14,-0.66,-10.00,24.5
14:54:01,-0.06,-0.59,-9.90,24.5
14:54:01,-0.07,-0.61,-9.92,24.5
14:54:01,0.01,-0.63,-9.86,24.5
14:54:01,-0.04,-0.59,-9.97,24.5
14:54:01,-0.08,-0.59,-9.94,24.5
14:54:01,-0.02,-0.75,-9.89,24.5
14:54:01,-0.08,-0.64,-9.99,24.5
14:54:01,-0.09,-0.54,-9.99,24.5
14:54:01,-0.16,-0.61,-9.85,24.5
14:54:01,-0.09,-0.53,-9.91,24.5
14:54:01,-0.04,-0.63,-9.88,24.5
14:54:01,-0.01,-0.62,-9.97,24.5
14:54:01,0.02,-0.54,-9.94,24.5
14:54:01,-0.07,-0.62,-9.92,24.5
14:54:01,-0.10,-0.66,-9.89,24.5
14:54:01,-0.07,-0.65,-9.95,24.5
14:54:01,0.08,-0.63,-9.95,24.5
14:54:01,-0.12,-0.46,-9.85,24.5
14:54:01,-0.02,-0.59,-9.98,24.5
14:54:01,0.00,-0.62,-9.90,24.5
14:54:01,-0.14,-0.56,-10.04,24.5
14:54:01,-0.07,-0.66,-9.90,24.5
14:54:01,-0.15,-0.53,-9.95,24.5
14:54:01,0.00,-0.59,-9.96,24.5
14:54:01,0.07,-0.61,-9.96,24.5
14:54:01,-0.07,-0.60,-9.88,24.5
14:54:01,-0.13,-0.65,-9.89,24.5
14:54:01,-0.08,-0.65,-9.92,24.5
14:54:01,-0.19,-0.59,-9.80,24.5
14:54:01,-0.04,-0.72,-9.92,24.5
14:54:01,-0.06,-0.61,-9.96,24.5
14:54:01,-0.12,-0.51,-10.00,24.5
14:54:01,-0.10,-0.59,-10.00,24.5
14:54:01,-0.22,-0.60,-9.87,24.5
14:54:01,-0.17,-0.66,-9.90,24.5
14:54:01,-0.14,-0.65,-9.81,24.5
14:54:01,-0.07,-0.63,-9.91,24.5
14:54:01,-0.10,-0.64,-9.91,24.5
14:54:01,-0.05,-0.54,-9.89,24.5
14:54:01,-0.02,-0.66,-9.94,24.5
14:54:01,-0.05,-0.64,-9.90,24.5
14:54:01,-0.10,-0.63,-9.98,24.5
14:54:01,-0.06,-0.56,-9.96,24.5
14:54:01,-0.15,-0.54,-9.96,24.5
14:54:01,-0.08,-0.66,-9.87,24.5
14:54:01,-0.16,-0.60,-9.92,24.5
14:54:01,-0.10,-0.54,-9.89,24.5
14:54:01,0.00,-0.65,-9.91,24.5
14:54:01,-0.13,-0.61,-9.83,24.5
14:54:01,-0.10,-0.59,-9.97,24.5
14:54:01,0.00,-0.72,-9.93,24.5
14:54:01,-0.09,-0.63,-9.97,24.5
14:54:01,0.01,-0.56,-10.00,24.5
14:54:01,-0.13,-0.61,-9.89,24.5
14:54:01,-0.02,-0.63,-9.96,24.5
14:54:01,-0.04,-0.64,-9.94,24.5
14:54:01,-0.02,-0.62,-9.93,24.5
14:54:01,-0.07,-0.70,-9.80,24.5
14:54:01,-0.15,-0.62,-10.04,24.5
14:54:01,-0.02,-0.68,-9.90,24.5
14:54:01,-0.11,-0.62,-9.92,24.5
14:54:01,0.00,-0.60,-9.90,24.5
14:54:01,-0.05,-0.63,-9.98,24.5
14:54:01,-0.01,-0.63,-9.94,24.5
14:54:01,-0.12,-0.59,-9.91,24.5
14:54:01,0.02,-0.62,-10.00,24.5
14:54:01,-0.10,-0.56,-9.93,24.5
14:54:01,-0.06,-0.62,-9.96,24.5
14:54:01,-0.11,-0.60,-10.03,24.5
14:54:01,-0.14,-0.63,-9.95,24.5
14:54:01,-0.11,-0.59,-10.01,24.5
14:54:01,0.01,-0.68,-9.93,24.5
14:54:01,-0.13,-0.69,-10.00,24.5
14:54:01,-0.16,-0.60,-9.94,24.5
14:54:01,-0.13,-0.55,-9.95,24.5
14:54:01,0.06,-0.65,-9.93,24.5
14:54:01,-0.18,-0.62,-9.91,24.5
14:54:01,-0.07,-0.58,-9.96,24.5
14:54:01,-0.05,-0.53,-9.91,24.5
14:54:01,-0.02,-0.56,-9.98,24.5
14:54:01,-0.07,-0.65,-9.82,24.5
14:54:01,-0.05,-0.65,-9.93,24.5
14:54:01,-0.12,-0.59,-9.96,24.5
14:54:01,-0.05,-0.61,-9.87,24.5
14:54:01,-0.06,-0.58,-9.98,24.5
14:54:01,-0.07,-0.69,-9.92,24.5
14:54:01,-0.07,-0.54,-9.98,24.5
14:54:01,-0.14,-0.59,-9.79,24.5
14:54:01,-0.07,-0.61,-9.94,24.5
14:54:01,0.08,-0.59,-9.95,24.5
14:54:01,-0.09,-0.55,-9.96,24.5
14:54:01,-0.06,-0.56,-9.89,24.5
14:54:01,-0.10,-0.54,-9.92,24.5
14:54:01,-0.02,-0.64,-9.87,24.5
14:54:01,-0.14,-0.49,-9.94,24.5
14:54:01,-0.01,-0.71,-9.83,24.5
14:54:01,-0.03,-0.60,-9.99,24.5
14:54:01,-0.08,-0.61,-9.91,24.5
14:54:01,-0.05,-0.67,-9.77,24.5
14:54:01,-0.07,-0.61,-9.85,24.5
14:54:01,-0.07,-0.70,-10.03,24.5
14:54:01,-0.08,-0.66,-10.02,24.5
14:54:01,-0.16,-0.60,-9.93,24.5
14:54:01,-0.16,-0.63,-9.98,24.5
14:54:01,-0.12,-0.68,-9.93,24.5
14:54:01,-0.04,-0.63,-9.93,24.5
14:54:01,-0.17,-0.59,-9.86,24.5
14:54:01,-0.02,-0.67,-9.91,24.5
14:54:01,0.00,-0.76,-9.88,24.5
14:54:01,-0.21,-0.55,-9.91,24.5
14:54:01,-0.13,-0.69,-9.89,24.5
14:54:01,-0.09,-0.71,-9.96,24.5
14:54:01,-0.09,-0.57,-9.93,24.5
14:54:01,-0.15,-0.62,-9.94,24.5
14:54:01,-0.07,-0.61,-10.01,24.5
14:54:01,-0.15,-0.61,-9.99,24.5
14:54:01,-0.08,-0.62,-9.96,24.5
14:54:01,-0.04,-0.55,-9.96,24.5
14:54:01,-0.08,-0.58,-9.95,24.5
14:54:01,-0.21,-0.63,-9.90,24.5
14:54:01,0.00,-0.60,-9.86,24.5
14:54:01,0.06,-0.61,-9.90,24.5
14:54:01,-0.14,-0.62,-9.87,24.5
14:54:01,-0.05,-0.68,-10.01,24.5
14:54:01,-0.11,-0.66,-9.91,24.5
14:54:01,-0.14,-0.64,-9.99,24.5
14:54:01,-0.10,-0.59,-9.95,24.5
14:54:01,-0.14,-0.58,-9.84,24.5
14:54:01,-0.09,-0.61,-9.96,24.5
14:54:01,-0.14,-0.69,-9.88,24.5
14:54:01,-0.11,-0.72,-9.88,24.5
14:54:01,-0.13,-0.47,-9.89,24.5
14:54:01,-0.14,-0.58,-10.02,24.5
14:54:01,-0.07,-0.62,-9.91,24.5
14:54:01,-0.09,-0.57,-9.95,24.5
14:54:01,0.07,-0.69,-9.87,24.5
14:54:01,-0.03,-0.59,-9.91,24.5
14:54:01,-0.05,-0.54,-9.91,24.5
14:54:01,-0.14,-0.58,-9.88,24.5
14:54:01,-0.06,-0.69,-10.02,24.5
14:54:01,-0.08,-0.62,-9.89,24.5
14:54:01,-0.10,-0.63,-9.99,24.5
14:54:01,-0.07,-0.61,-9.90,24.5
14:54:01,-0.13,-0.56,-9.78,24.5
14:54:01,-0.04,-0.61,-9.91,24.5
14:54:01,-0.13,-0.66,-9.88,24.5
14:54:01,-0.08,-0.51,-9.83,24.5
14:54:01,-0.05,-0.66,-9.90,24.5
14:54:01,-0.10,-0.63,-9.94,24.5
14:54:01,-0.09,-0.73,-9.96,24.5
14:54:01,-0.15,-0.62,-9.99,24.5
14:54:01,0.06,-0.57,-9.99,24.5
14:54:01,-0.14,-0.55,-9.93,24.5
14:54:01,-0.14,-0.57,-9.93,24.5
14:54:01,-0.03,-0.63,-9.93,24.5
14:54:01,-0.08,-0.65,-9.97,24.5
14:54:01,-0.09,-0.56,-9.97,24.5
