Time,AccelerationX [m/s2],AccelerationY [m/s2],AccelerationZ [m/s2],Celsius [deg],Healthy
15:56:59,0.02,0.56,-10.23,27.4,1
15:56:59,0.23,0.11,-9.42,27.4,0
15:56:59,0.03,0.26,-10.26,27.4,1
15:56:59,0.1,0.02,-10.99,27.4,0
15:56:59,0.28,0.04,-9.96,27.4,1
15:56:59,-0.34,0.31,-10.17,27.4,0
15:56:59,0.59,-0.35,-9.3,27.4,1
15:56:59,-0.17,-0.18,-9.81,27.4,0
15:56:59,0.2,-0.26,-9.08,27.4,1
15:56:59,-0.19,0.15,-10.41,27.4,1
15:56:59,0.42,-0.36,-10.32,27.4,1
15:56:59,0.2,0.08,-10.02,27.4,1
15:56:59,0.04,0.53,-10.23,27.4,1
15:56:59,0.3,-0.21,-9.22,27.4,1
15:56:59,-0.18,-0.51,-9.67,27.4,1
15:56:59,0.28,0.05,-9.34,27.4,1
15:56:59,-0.35,0.22,-11,27.4,1
15:56:59,0.52,-0.07,-10.09,27.4,1
15:56:59,-0.08,0.51,-10.52,27.4,1
15:56:59,0.31,0.18,-9.7,27.4,1
15:56:59,0.1,-0.19,-9.32,27.4,1
15:56:59,0.02,-0.28,-9.44,27.4,1
15:56:59,0.25,0.02,-9.82,27.4,1
15:56:59,-0.16,0.19,-10.98,27.4,1
15:56:59,0.4,0.26,-9.99,27.4,1
15:56:59,-0.15,0.09,-10.15,27.4,1
15:56:59,0.49,-0.51,-9.26,27.4,0
15:56:59,-0.07,-0.25,-9.62,27.4,0
15:56:59,0.15,-0.24,-9.04,27.4,0
15:56:59,0.02,0.3,-10.33,27.4,0
15:56:59,0.1,0.01,-10.94,27.4,0
15:56:59,0.3,0.06,-10,27.4,0
15:56:59,-0.3,0.09,-10.02,27.4,0
15:56:59,0.61,-0.42,-9.2,27.4,0
15:56:59,-0.27,-0.26,-9.84,27.4,0
15:56:59,0.27,-0.11,-9.18,27.4,0
15:56:59,-0.07,0.2,-10.57,27.4,0
15:56:59,0.41,-0.13,-10.31,27.4,0
15:56:59,0.15,0.06,-10.1,27.4,0
15:56:59,0.04,0.61,-10.15,27.4,0
15:56:59,0.24,-0.21,-9.38,27.4,0
15:56:59,-0.17,-0.52,-9.7,27.4,0
15:56:59,0.25,0.18,-9.46,27.4,0
15:56:59,-0.34,0.12,-10.93,27.4,0
15:56:59,0.53,0.04,-10.12,27.4,0
15:56:59,-0.11,0.47,-10.53,27.4,0
15:56:59,0.31,0.1,-9.69,27.4,0
15:56:59,0.04,-0.34,-9.35,27.4,0
15:56:59,-0.06,-0.31,-9.49,27.4,0
15:56:59,0.41,0.14,-9.86,27.4,0
15:57:00,-0.26,0.06,-10.99,27.4,0
15:57:00,0.36,0.22,-10.08,27.4,0
15:57:00,-0.09,0.25,-10.28,27.4,0
15:57:00,0.43,-0.55,-9.22,27.4,0
15:57:00,-0.01,-0.23,-9.61,27.4,0
15:57:00,0.22,-0.33,-8.95,27.4,0
15:57:00,-0.05,0.21,-10.28,27.4,0
15:57:00,0.13,-0.07,-10.97,27.4,0
15:57:00,0.21,0.02,-10.04,27.4,0
15:57:00,-0.27,0.25,-10.06,27.4,1
15:57:00,0.48,-0.36,-9.24,27.4,1
15:57:00,-0.16,-0.23,-9.93,27.4,1
15:57:00,0.19,-0.12,-9.13,27.4,1
15:57:00,-0.08,0.19,-10.57,27.4,1
15:57:00,0.32,-0.24,-10.32,27.4,1
15:57:00,0.08,0.04,-10.19,27.4,1
15:57:00,0.04,0.55,-10.18,27.4,1
15:57:00,0.27,-0.2,-9.37,27.4,1
15:57:00,-0.11,-0.55,-9.66,27.4,1
15:57:00,0.31,0.16,-9.35,27.4,1
15:57:00,-0.32,0.05,-10.99,27.4,1
15:57:00,0.46,0.03,-10.08,27.4,1
15:57:00,-0.12,0.62,-10.66,27.4,1
15:57:00,0.27,0.17,-9.75,27.4,1
15:57:00,0.11,-0.32,-9.34,27.4,1
15:57:00,0.05,-0.43,-9.46,27.4,1
15:57:00,0.35,0.1,-9.91,27.4,1
15:57:00,-0.16,0.14,-10.92,27.4,1
15:57:00,0.56,0.25,-10.13,27.4,1
15:57:00,-0.16,0.25,-10.21,27.4,1
15:57:00,0.47,-0.51,-9.22,27.4,1
15:57:00,-0.12,-0.23,-9.73,27.4,1
15:57:00,0.11,-0.25,-8.96,27.4,1
15:57:00,-0.09,0.25,-10.29,27.4,1
15:57:00,0.13,-0.11,-10.99,27.4,1
15:57:00,0.2,-0.05,-10.01,27.4,1
15:57:00,-0.28,0.17,-10.12,27.4,1
15:57:00,0.64,-0.34,-9.22,27.4,1
15:57:00,-0.27,-0.32,-9.97,27.4,1
15:57:00,0.13,-0.08,-9.11,27.4,1
15:57:00,-0.09,0.21,-10.56,27.4,1
15:57:00,0.34,-0.17,-10.27,27.4,1
15:57:00,0.25,0.22,-10.35,27.4,1
15:57:00,0.1,0.58,-10.19,27.4,1
15:57:00,0.29,-0.17,-9.39,27.4,1
15:57:00,-0.15,-0.47,-9.62,27.4,1
15:57:00,0.17,0.01,-9.39,27.4,1
15:57:00,-0.45,0.2,-11.03,27.4,1
15:57:00,0.39,0.04,-9.93,27.4,1
15:57:00,-0.21,0.53,-10.51,27.4,1
15:57:00,0.34,0.11,-9.71,27.4,1
15:57:00,0.06,-0.26,-9.35,27.4,1
15:57:00,-0.02,-0.26,-9.32,27.4,1
15:57:00,0.29,-0.01,-9.93,27.4,1
15:57:00,-0.22,0.01,-11.02,27.4,0
15:57:00,0.43,0.24,-10.11,27.4,0
15:57:00,-0.08,0.19,-10.09,27.4,0
15:57:00,0.51,-0.53,-9.31,27.4,0
15:57:00,-0.16,-0.22,-9.68,27.4,0
15:57:00,0.22,-0.36,-8.99,27.4,0
15:57:00,-0.09,0.15,-10.23,27.4,0
15:57:00,0.24,0,-10.93,27.4,0
15:57:00,0.26,0.06,-10.22,27.4,0
15:57:00,-0.22,0.24,-10.13,27.4,0
15:57:00,0.63,-0.43,-9.24,27.4,0
15:57:00,-0.08,-0.27,-9.97,27.4,0
15:57:00,0.25,-0.17,-9.11,27.4,0
15:57:00,-0.18,0.18,-10.53,27.4,0
15:57:00,0.38,-0.19,-10.22,27.4,0
15:57:00,0.14,0.16,-10.27,27.4,0
15:57:00,0.16,0.63,-10.25,27.4,0
15:57:00,0.22,-0.29,-9.35,27.4,0
15:57:00,-0.07,-0.55,-9.63,27.4,0
15:57:00,0.25,0.03,-9.47,27.4,0
15:57:00,-0.28,0.14,-10.94,27.4,0
15:57:00,0.53,-0.01,-10.12,27.4,0
15:57:00,-0.15,0.52,-10.69,27.4,0
15:57:00,0.32,0.07,-9.67,27.4,0
15:57:00,0.07,-0.23,-9.28,27.4,0
15:57:00,-0.12,-0.4,-9.44,27.4,0
15:57:00,0.27,0.08,-9.91,27.4,0
15:57:00,-0.32,-0.05,-10.91,27.4,0
15:57:00,0.37,0.18,-10.06,27.4,0
15:57:00,-0.21,0.2,-10.32,27.4,0
15:57:00,0.47,-0.49,-9.24,27.4,0
15:57:00,-0.11,-0.29,-9.6,27.4,0
15:57:00,0.22,-0.3,-8.97,27.4,0
15:57:00,-0.14,0.22,-10.23,27.4,0
15:57:00,0.22,-0.02,-10.79,27.4,0
15:57:00,0.31,0.02,-10.05,27.4,0
15:57:00,-0.23,0.18,-10,27.4,0
15:57:00,0.52,-0.38,-9.15,27.4,0
15:57:00,-0.09,-0.33,-9.73,27.4,0
15:57:00,0.22,-0.14,-9.04,27.4,0
15:57:00,-0.15,0.25,-10.69,27.4,0
15:57:00,0.38,-0.25,-10.11,27.4,0
15:57:00,0.22,0.19,-10.16,27.4,0
15:57:00,-0.01,0.66,-10.17,27.4,0
15:57:00,0.31,-0.13,-9.39,27.4,0
15:57:00,-0.09,-0.51,-9.44,27.4,0
15:57:00,0.18,0.05,-9.34,27.4,0
15:57:00,-0.26,0.21,-10.96,27.4,0
15:57:00,0.47,0.05,-10.1,27.4,1
15:57:00,-0.23,0.55,-10.53,27.4,1
15:57:00,0.31,0.16,-9.79,27.4,1
15:57:00,0.01,-0.3,-9.23,27.4,1
15:57:00,0,-0.45,-9.42,27.4,1
15:57:00,0.3,-0.03,-10.02,27.4,1
15:57:00,-0.21,0.16,-10.94,27.4,1
15:57:00,0.45,0.3,-10.11,27.4,1
15:57:00,-0.13,0.17,-10.38,27.4,1
15:57:00,0.42,-0.45,-9.34,27.4,1
15:57:00,-0.15,-0.12,-9.66,27.4,1
15:57:00,0.27,-0.4,-8.99,27.4,1
15:57:00,-0.03,0.2,-10.27,27.4,1
15:57:00,0.59,0.1,-10.97,27.4,1
15:57:00,0.35,-0.1,-10.04,27.4,1
15:57:00,-0.35,0.19,-9.99,27.4,1
15:57:00,0.66,-0.34,-9.25,27.4,1
15:57:00,-0.23,-0.27,-10.32,27.4,1
15:57:00,0.38,-0.42,-8.96,27.4,1
15:57:00,-0.01,0.13,-10.93,27.4,1
15:57:00,0.24,-0.2,-9.9,27.4,1
15:57:00,0.2,0.28,-10.22,27.4,1
15:57:00,-0.01,0.58,-10.29,27.4,1
15:57:00,0.42,-0.42,-9.16,27.4,1
15:57:00,-0.17,-0.58,-9.61,27.4,1
15:57:00,0.26,-0.02,-9.06,27.4,1
15:57:00,-0.45,0.27,-10.73,27.4,1
15:57:00,0.58,0,-10.28,27.4,1
15:57:00,-0.02,0.39,-10.49,27.4,1
15:57:00,0.12,0.36,-9.9,27.4,1
15:57:00,0.19,-0.31,-9.29,27.4,1
15:57:00,-0.12,-0.34,-9.67,27.4,1
15:57:00,0.45,0.03,-9.56,27.4,1
15:57:00,-0.23,0.22,-11.08,27.4,1
15:57:00,0.33,0.22,-10.15,27.4,1
15:57:00,0,0.18,-10.31,27.4,1
15:57:00,0.48,-0.18,-9.55,27.4,1
15:57:00,-0.08,-0.23,-9.48,27.4,1
15:57:00,0.13,-0.53,-9.17,27.4,1
15:57:00,0.02,0.18,-9.95,27.4,1
15:57:00,0,0,-10.96,27.4,1
15:57:00,0.36,-0.1,-9.99,27.4,1
15:57:00,-0.43,0.19,-10.4,27.4,1
15:57:00,0.74,-0.34,-9.38,27.4,1
15:57:00,-0.07,-0.27,-9.68,27.4,1
15:57:00,0.32,-0.3,-8.9,27.4,1
15:57:00,-0.07,0.17,-10.4,27.4,1
15:57:00,0.13,-0.25,-10.48,27.4,1
15:57:00,0.22,0.17,-10.07,27.4,1
15:57:00,0.03,0.61,-10.29,27.4,1
15:57:00,0.41,-0.51,-9.23,27.4,1
15:57:00,-0.24,-0.53,-9.61,27.4,1
15:57:00,0.31,-0.07,-9.15,27.4,1
15:57:00,-0.34,0.18,-10.74,27.4,1
15:57:00,0.45,-0.01,-10.29,27.4,1
15:57:00,0.04,0.56,-10.59,27.4,1
15:57:00,0.03,0.38,-9.96,27.4,1
15:57:00,0.19,-0.22,-9.31,27.4,1
15:57:00,-0.12,-0.31,-9.63,27.4,1
15:57:00,0.39,-0.01,-9.63,27.4,1
15:57:00,-0.33,0.1,-10.96,27.4,1
15:57:00,0.42,0.23,-10.17,27.4,1
15:57:00,-0.13,0.15,-10.39,27.4,1
15:57:00,0.45,-0.08,-9.57,27.4,1
15:57:00,-0.02,-0.14,-9.58,27.4,1
15:57:00,0.02,-0.45,-9.17,27.4,1
15:57:00,0.01,-0.04,-9.93,27.4,1
15:57:00,0,0.13,-10.96,27.4,1
15:57:00,0.25,0,-9.94,27.4,1
15:57:00,-0.37,0.21,-10.46,27.4,1
15:57:00,0.58,-0.31,-9.36,27.4,1
15:57:00,-0.26,-0.31,-9.61,27.4,1
15:57:00,0.34,-0.35,-9.04,27.4,1
15:57:00,-0.1,0.06,-10.24,27.4,1
15:57:00,0.1,-0.21,-10.59,27.4,1
15:57:00,0.18,0.22,-10.17,27.4,1
15:57:00,-0.03,0.65,-10.18,27.4,1
15:57:00,0.43,-0.42,-9.18,27.4,1
15:57:00,-0.2,-0.53,-9.77,27.4,1
15:57:00,0.28,-0.08,-9.2,27.4,1
15:57:00,-0.28,0.12,-10.69,27.4,1
15:57:00,0.49,-0.07,-10.31,27.4,1
15:57:00,0.13,0.42,-10.49,27.4,1
15:57:00,0.04,0.42,-9.91,27.4,1
15:57:00,0.23,-0.27,-9.36,27.4,1
15:57:00,-0.02,-0.41,-9.71,27.4,1
15:57:00,0.38,0.02,-9.57,27.4,1
15:57:00,-0.24,0.21,-10.85,27.4,1
15:57:00,0.37,0.15,-10.05,27.4,1
15:57:00,-0.07,0.15,-10.27,27.4,1
15:57:00,0.42,-0.19,-9.69,27.4,1
15:57:00,0.01,-0.07,-9.49,27.4,1
15:57:00,-0.01,-0.39,-9.12,27.4,1
15:57:00,0.05,0.19,-10.04,27.4,1
15:57:00,0.01,0,-10.85,27.4,1
15:57:00,0.34,-0.03,-9.97,27.4,1
15:57:00,-0.32,0.26,-10.51,27.4,1
15:57:00,0.56,-0.29,-9.4,27.4,1
15:57:00,-0.09,-0.31,-9.69,27.4,1
15:57:00,0.27,-0.28,-8.98,27.4,1
15:57:00,-0.08,0.13,-10.33,27.4,1
15:57:00,0.16,-0.19,-10.58,27.4,1
15:57:00,0.23,0.26,-10.11,27.4,1
15:57:00,0.05,0.45,-10.32,27.4,1
15:57:00,0.47,-0.55,-9.3,27.4,1
15:57:00,-0.17,-0.41,-9.6,27.4,1
15:57:00,0.22,-0.03,-9.17,27.4,1
15:57:00,-0.26,0.22,-10.84,27.4,1
15:57:00,0.55,-0.09,-10.41,27.4,1
15:57:00,-0.04,0.53,-10.56,27.4,1
15:57:00,-0.01,0.32,-9.88,27.4,1
15:57:00,0.3,-0.38,-9.27,27.4,1
15:57:00,-0.02,-0.39,-9.74,27.4,1
15:57:00,0.38,0.13,-9.56,27.4,1
15:57:00,-0.36,0.22,-10.93,27.4,1
15:57:00,0.32,0.1,-10.19,27.4,1
15:57:00,0.09,0.03,-10.28,27.4,1
15:57:00,0.47,-0.12,-9.68,27.4,1
15:57:00,-0.06,-0.04,-9.44,27.4,1
15:57:00,0.14,-0.42,-9.12,27.4,1
15:57:00,0.19,0.12,-9.85,27.4,1
15:57:00,-0.02,-0.06,-10.83,27.4,1
15:57:00,0.27,-0.1,-10.01,27.4,1
15:57:00,-0.32,0.3,-10.41,27.4,1
15:57:00,0.62,-0.3,-9.39,27.4,1
15:57:00,-0.07,-0.37,-9.48,27.4,1
15:57:00,0.21,-0.3,-9.01,27.4,1
15:57:00,-0.02,0.03,-10.23,27.4,1
15:57:00,0.05,-0.21,-10.78,27.4,1
15:57:00,0.19,0.32,-10.1,27.4,1
15:57:00,0.09,0.53,-10.25,27.4,1
15:57:00,0.39,-0.58,-9.33,27.4,1
15:57:01,-0.25,-0.49,-9.72,27.4,1
15:57:01,0.16,-0.11,-9.05,27.4,1
15:57:01,-0.27,0.26,-10.65,27.4,1
15:57:01,0.4,-0.03,-10.39,27.4,1
15:57:01,0.18,0.44,-10.53,27.4,1
15:57:01,0.04,0.23,-9.96,27.4,1
15:57:01,0.28,-0.32,-9.28,27.4,1
15:57:01,0.03,-0.35,-9.61,27.4,1
15:57:01,0.39,0.1,-9.39,27.4,1
15:57:01,-0.23,0.15,-10.95,27.4,1
15:57:01,0.33,0,-10.19,27.4,1
15:57:01,0.13,0.35,-10.39,27.4,1
15:57:01,0.45,0.03,-9.8,27.4,1
15:57:01,-0.03,-0.06,-9.4,27.4,1
15:57:01,0,-0.66,-9.19,27.4,1
15:57:01,0.12,0.12,-9.87,27.4,1
15:57:01,-0.06,0.07,-10.86,27.4,1
15:57:01,0.26,0.07,-9.99,27.4,1
15:57:01,-0.34,0.45,-10.53,27.4,1
15:57:01,0.55,-0.19,-9.48,27.4,1
15:57:01,-0.08,-0.36,-9.45,27.4,1
15:57:01,0.25,-0.45,-8.95,27.4,1
15:57:01,-0.07,0.01,-10.11,27.4,1
15:57:01,0.01,-0.3,-10.67,27.4,1
15:57:01,0.37,0.24,-10.08,27.4,1
15:57:01,0.07,0.56,-10.32,27.4,1
15:57:01,0.39,-0.59,-9.29,27.4,1
15:57:01,-0.2,-0.48,-9.68,27.4,1
15:57:01,0.27,-0.05,-8.95,27.4,1
15:57:01,-0.26,0.19,-10.63,27.4,1
15:57:01,0.41,-0.09,-10.38,27.4,1
15:57:01,0.22,0.37,-10.42,27.4,1
15:57:01,-0.08,0.44,-9.91,27.4,1
15:57:01,0.49,-0.37,-9.29,27.4,1
15:57:01,-0.11,-0.33,-9.77,27.4,1
15:57:01,0.32,0.01,-9.39,27.4,1
15:57:01,-0.14,0.23,-10.9,27.4,1
15:57:01,0.36,-0.01,-9.98,27.4,1
15:57:01,0.26,0.15,-10.24,27.4,1
15:57:01,0.33,0.2,-9.87,27.4,1
15:57:01,0.06,-0.04,-9.45,27.4,1
15:57:01,0.03,-0.48,-9.2,27.4,1
15:57:01,0.24,0.1,-9.72,27.4,1
15:57:01,-0.15,0.06,-10.88,27.4,1
15:57:01,0.37,-0.11,-9.95,27.4,1
15:57:01,-0.42,0.33,-10.73,27.4,1
15:57:01,0.56,-0.1,-9.51,27.4,1
15:57:01,-0.12,-0.39,-9.36,27.4,1
15:57:01,0.2,-0.4,-9.03,27.4,1
15:57:01,0.09,0.01,-10.11,27.4,1
15:57:01,-0.02,-0.23,-10.79,27.4,1
15:57:01,0.38,0.2,-10.07,27.4,1
15:57:01,0.01,0.42,-10.28,27.4,1
15:57:01,0.44,-0.52,-9.24,27.4,1
15:57:01,-0.18,-0.43,-9.76,27.4,1
15:57:01,0.3,-0.22,-8.96,27.4,1
15:57:01,-0.19,0.09,-10.45,27.4,1
15:57:01,0.45,-0.02,-10.59,27.4,1
15:57:01,0.21,0.32,-10.32,27.4,1
15:57:01,-0.06,0.31,-9.93,27.4,1
15:57:01,0.52,-0.33,-9.18,27.4,1
15:57:01,-0.02,-0.34,-9.72,27.4,1
15:57:01,0.27,0.03,-9.41,27.4,1
15:57:01,-0.22,0.27,-10.84,27.4,1
15:57:01,0.32,-0.06,-9.94,27.4,1
15:57:01,0.02,0.06,-10.21,27.4,1
15:57:01,0.22,0.34,-9.87,27.4,1
15:57:01,0.12,-0.13,-9.48,27.4,1
15:57:01,-0.04,-0.49,-9.29,27.4,1
15:57:01,0.33,0.1,-9.66,27.4,1
15:57:01,-0.16,0.08,-10.98,27.4,1
15:57:01,0.43,-0.13,-10.06,27.4,1
15:57:01,-0.35,0.32,-10.64,27.4,1
15:57:01,0.59,-0.15,-9.49,27.4,1
15:57:01,-0.08,-0.34,-9.36,27.4,1
15:57:01,0.11,-0.29,-9.07,27.4,1
15:57:01,0.11,0.1,-10.18,27.4,1
15:57:01,-0.01,-0.28,-10.75,27.4,1
15:57:01,0.35,0.21,-9.94,27.4,1
15:57:01,-0.07,0.48,-10.39,27.4,1
15:57:01,0.46,-0.54,-9.29,27.4,1
15:57:01,-0.23,-0.36,-9.8,27.4,1
15:57:01,0.16,-0.09,-8.98,27.4,1
15:57:01,-0.16,0.15,-10.51,27.4,1
15:57:01,0.45,-0.11,-10.52,27.4,1
15:57:01,0.16,0.26,-10.36,27.4,1
15:57:01,-0.15,0.37,-9.96,27.4,1
15:57:01,0.51,-0.29,-9.23,27.4,1
15:57:01,0.06,-0.32,-9.96,27.4,1
15:57:01,0.21,0.11,-9.32,27.4,1
15:57:01,-0.27,0.23,-10.88,27.4,1
15:57:01,0.31,0.05,-10.09,27.4,1
15:57:01,0.03,0.06,-10.38,27.4,1
15:57:01,0.27,0.36,-10,27.4,1
15:57:01,0.13,-0.03,-9.47,27.4,1
15:57:01,0.05,-0.49,-9.49,27.4,1
15:57:01,0.2,0.09,-9.65,27.4,1
15:57:01,-0.21,0.09,-11.02,27.4,1
15:57:01,0.36,-0.01,-10.09,27.4,1
15:57:01,-0.33,0.46,-10.56,27.4,1
15:57:01,0.45,-0.04,-9.62,27.4,1
15:57:01,0,-0.27,-9.48,27.4,1
15:57:01,0.2,-0.4,-9.1,27.4,1
15:57:01,0.09,0.13,-10.22,27.4,1
15:57:01,-0.12,-0.23,-10.81,27.4,1
15:57:01,0.31,0.22,-10.07,27.4,1
15:57:01,-0.08,0.37,-10.3,27.4,1
15:57:01,0.52,-0.63,-9.2,27.4,1
15:57:01,-0.27,-0.41,-9.75,27.4,1
15:57:01,0.27,-0.21,-9.05,27.4,1
15:57:01,-0.28,0.22,-10.49,27.4,1
15:57:01,0.46,0.03,-10.77,27.4,1
15:57:01,0.18,0.26,-10.28,27.4,1
15:57:01,-0.24,0.28,-9.91,27.4,1
15:57:01,0.49,-0.34,-9.25,27.4,1
15:57:01,-0.18,-0.26,-9.86,27.4,1
15:57:01,0.35,0.09,-9.27,27.4,1
15:57:01,-0.23,0.29,-10.79,27.4,1
15:57:01,0.41,-0.1,-10.08,27.4,1
15:57:01,0.21,0.11,-10.25,27.4,1
15:57:01,0.17,0.44,-10.02,27.4,1
15:57:01,0.11,-0.06,-9.38,27.4,1
15:57:01,0.07,-0.61,-9.3,27.4,1
15:57:01,0.17,0,-9.71,27.4,1
15:57:01,-0.18,0.02,-10.98,27.4,1
15:57:01,0.39,0.15,-10.03,27.4,1
15:57:01,-0.28,0.53,-10.65,27.4,1
15:57:01,0.37,-0.1,-9.61,27.4,1
15:57:01,-0.06,-0.19,-9.35,27.4,1
15:57:01,0.07,-0.3,-9.14,27.4,1
15:57:01,0.1,0.13,-10.31,27.4,1
15:57:01,-0.22,-0.09,-10.86,27.4,1
15:57:01,0.43,0.18,-9.95,27.4,1
15:57:01,-0.11,0.37,-10.23,27.4,1
15:57:01,0.55,-0.7,-9.21,27.4,1
15:57:01,-0.27,-0.32,-9.76,27.4,1
15:57:01,0.39,-0.11,-8.91,27.4,1
15:57:01,-0.32,-0.01,-10.38,27.4,1
15:57:01,0.35,-0.05,-10.64,27.4,1
15:57:01,0.12,0.21,-10.27,27.4,1
15:57:01,-0.22,0.2,-9.98,27.4,1
15:57:01,0.54,-0.31,-9.21,27.4,1
15:57:01,-0.05,-0.38,-9.93,27.4,1
15:57:01,0.27,-0.02,-9.25,27.4,1
15:57:01,-0.24,0.09,-10.83,27.4,1
15:57:01,0.38,-0.21,-10.08,27.4,1
15:57:01,0.27,0.13,-10.31,27.4,1
15:57:01,0.25,0.37,-10.07,27.4,1
15:57:01,0.14,-0.18,-9.53,27.4,1
15:57:01,-0.01,-0.59,-9.43,27.4,1
15:57:01,0.3,0.06,-9.57,27.4,1
15:57:01,-0.23,0.15,-11.08,27.4,1
15:57:01,0.42,0.11,-10.03,27.4,1
15:57:01,-0.33,0.39,-10.65,27.4,1
15:57:01,0.49,-0.13,-9.58,27.4,1
15:57:01,-0.09,-0.28,-9.34,27.4,1
15:57:01,0.19,-0.23,-9.12,27.4,1
15:57:01,0.04,0.07,-10.08,27.4,1
15:57:01,-0.04,-0.18,-10.9,27.4,1
15:57:01,0.34,0.17,-10,27.4,1
15:57:01,-0.01,0.32,-10.27,27.4,1
15:57:01,0.57,-0.52,-9.1,27.4,1
15:57:01,-0.11,-0.38,-9.82,27.4,1
15:57:01,0.3,-0.18,-8.83,27.4,1
15:57:01,-0.26,0.15,-10.46,27.4,1
15:57:01,0.41,-0.05,-10.65,27.4,1
15:57:01,0.19,0.29,-10.21,27.4,1
15:57:01,-0.19,0.19,-9.98,27.4,1
15:57:01,0.48,-0.37,-9.3,27.4,1
15:57:01,-0.12,-0.28,-9.9,27.4,1
15:57:01,0.26,0.16,-9.41,27.4,1
15:57:01,-0.28,0.22,-10.82,27.4,1
15:57:01,0.32,0.05,-10.15,27.4,1
15:57:01,0.22,0.1,-10.21,27.4,1
15:57:01,0.17,0.4,-9.99,27.4,1
15:57:01,0.22,-0.03,-9.51,27.4,1
15:57:01,0.07,-0.48,-9.38,27.4,1
15:57:01,0.22,0.06,-9.61,27.4,1
15:57:01,-0.22,0.07,-11.14,27.4,1
15:57:01,0.41,-0.01,-10.11,27.4,1
15:57:01,-0.3,0.41,-10.61,27.4,1
15:57:01,0.45,0.06,-9.57,27.4,1
15:57:01,-0.1,-0.22,-9.42,27.4,1
15:57:01,0.17,-0.38,-9.17,27.4,1
15:57:01,0.11,0.23,-10.08,27.4,1
15:57:01,-0.06,-0.22,-10.86,27.4,1
15:57:01,0.3,0.29,-9.94,27.4,1
15:57:01,-0.09,0.44,-10.3,27.4,1
15:57:01,0.54,-0.64,-9.1,27.4,1
15:57:01,-0.17,-0.46,-9.76,27.4,1
15:57:01,0.31,-0.09,-8.94,27.4,1
15:57:01,-0.28,0.11,-10.46,27.4,1
15:57:01,0.33,-0.07,-10.57,27.4,1
15:57:01,0.15,0.26,-10.15,27.4,1
15:57:01,-0.23,0.33,-9.93,27.4,1
15:57:01,0.49,-0.37,-9.21,27.4,1
15:57:01,-0.06,-0.28,-9.91,27.4,1
15:57:01,0.34,0.08,-9.48,27.4,1
15:57:01,-0.29,0.27,-10.8,27.4,1
15:57:01,0.28,0.03,-10.12,27.4,1
15:57:01,0.14,0.1,-10.29,27.4,1
15:57:01,0.26,0.26,-9.88,27.4,1
15:57:01,0.06,-0.05,-9.4,27.4,1
15:57:01,-0.08,-0.5,-9.33,27.4,1
15:57:01,0.2,0.14,-9.69,27.4,1
15:57:01,-0.07,0.04,-10.95,27.4,1
15:57:01,0.38,-0.1,-9.99,27.4,1
15:57:01,-0.39,0.32,-10.64,27.4,1
15:57:01,0.51,-0.13,-9.57,27.4,1
15:57:01,-0.01,-0.26,-9.48,27.4,1
15:57:01,0.17,-0.29,-9.21,27.4,1
15:57:01,0.02,0.18,-10.26,27.4,1
15:57:01,-0.04,-0.07,-10.83,27.4,1
15:57:01,0.23,0.14,-10.05,27.4,1
15:57:01,-0.16,0.24,-10.2,27.4,1
15:57:01,0.41,-0.74,-9.18,27.4,1
15:57:01,-0.26,-0.29,-9.79,27.4,1
15:57:01,0.22,-0.11,-8.96,27.4,1
15:57:01,-0.33,0.14,-10.57,27.4,1
15:57:01,0.32,-0.09,-10.63,27.4,1
15:57:01,0.13,0.31,-10.26,27.4,1
15:57:01,-0.27,0.28,-10.06,27.4,1
15:57:01,0.42,-0.44,-9.24,27.4,1
15:57:01,-0.04,-0.37,-9.84,27.4,1
15:57:01,0.25,0.06,-9.4,27.4,1
15:57:01,-0.28,0.2,-10.82,27.4,1
15:57:01,0.37,0.04,-10.03,27.4,1
15:57:01,0.07,0.07,-10.31,27.4,1
15:57:01,0.13,0.43,-9.99,27.4,1
15:57:01,0.02,0,-9.48,27.4,1
15:57:01,-0.05,-0.49,-9.38,27.4,1
15:57:01,0.2,0.14,-9.67,27.4,1
15:57:02,-0.13,0.07,-10.97,27.4,1
15:57:02,0.41,-0.07,-9.96,27.4,1
15:57:02,-0.39,0.37,-10.69,27.4,1
15:57:02,0.58,-0.07,-9.51,27.4,1
15:57:02,-0.01,-0.25,-9.43,27.4,1
15:57:02,0.22,-0.39,-8.99,27.4,1
15:57:02,0.11,0.09,-10.1,27.4,1
15:57:02,-0.15,-0.15,-10.82,27.4,1
15:57:02,0.29,0.24,-9.99,27.4,1
15:57:02,-0.07,0.33,-10.2,27.4,1
15:57:02,0.51,-0.68,-9.17,27.4,1
15:57:02,-0.21,-0.4,-9.69,27.4,1
15:57:02,0.26,-0.17,-8.97,27.4,1
15:57:02,-0.26,0.25,-10.47,27.4,1
15:57:02,0.32,0.04,-10.67,27.4,1
15:57:02,0.14,0.39,-10.41,27.4,1
15:57:02,-0.09,0.28,-9.93,27.4,1
15:57:02,0.35,-0.28,-9.21,27.4,1
15:57:02,-0.06,-0.34,-9.89,27.4,1
15:57:02,0.28,0.04,-9.23,27.4,1
15:57:02,-0.34,0.17,-10.77,27.4,1
15:57:02,0.36,0.11,-10.15,27.4,1
15:57:02,0.19,0.22,-10.21,27.4,1
15:57:02,0.28,0.36,-9.88,27.4,1
15:57:02,0.2,-0.05,-9.48,27.4,1
