,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,100.7032967032967,2.1641094738029794,50.35164835164835,1.7494649533465385,80.94505494505493,1.4096250851919083,30.59340659340659,1.0453650437408235,70.1098901098901,0.43321089292078774,19.758241758241756,0.40529109753954806,0.0,0.0,50.301925025329275,1.270880690844309,100.60385005065855,0.17920905421202002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35468501852832,1.8283039904708898,81.05876124933827,0.7675044998620625,100.5865537321334,0.6321583504672501,19.527792482795128,0.18760032610735006,0.0,0.0,0.0,0.0,0.0,0.0,50.1294363256785,0.7107192153038061,81.49060542797496,0.1812026863220839,100.37995824634656,0.16506148501191942,31.240083507306892,0.13082673499314135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,100.75827482447342,2.2648458856247946,50.37913741223671,1.788324031669666,80.86258776328987,1.3988441309252315,30.483450351053158,0.9785099453407746,70.15847542627884,0.42152502670586195,19.89568706118355,0.38144487792359777,0.0,0.0,50.308423326133905,1.3274346231134977,100.61684665226781,0.20262932580230775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.31060606060606,2.1971319090983124,81.06818181818181,0.8857180526810035,100.62121212121212,0.6539515281373354,19.553030303030305,0.2246257993443019,0.0,0.0,0.0,0.0,0.0,0.0,50.1917808219178,0.8017015316098377,81.42465753424658,0.20083449270731246,100.3835616438356,0.19054531935246657,31.232876712328764,0.13920382533185177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,100.85350318471339,2.3255612697565256,50.48832271762209,1.6465343110384438,80.65817409766456,1.3905566613234077,30.292993630573253,0.9953150298715555,70.68365180467092,0.4363834260446062,20.195329087048833,0.4299348132484595,0.0,0.0,50.34409480997139,1.2745061310194044,100.78299959133632,0.19533530433445745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.354194407456724,2.215226587718752,80.93741677762982,0.7334180846158714,100.70838881491345,0.6175878416410584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23773898586867,0.8123483703919878,81.28678304239402,0.20552765185418867,100.47547797173733,0.1926308944214465,31.049044056525357,0.1473958441966117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,101.0850463522773,2.398626435195788,50.49576783555018,1.763947720982964,80.41918581217251,0.4987509060699996,29.829907295445384,0.3293752779530473,0.0,0.0,0.0,0.0,0.0,0.0,50.48602878916172,0.9034038251907481,101.07027942421676,0.22654816786904003,80.4436917866215,0.11502729272141086,29.957662997459778,0.11017936093218224,0.0,0.0,0.0,0.0,0.0,0.0,50.52068126520681,2.351300468587866,80.53203568532035,1.8095172821893457,100.94728304947283,0.6056188887607548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.371607515657615,0.9142157288592864,100.74321503131523,0.32999635319164977,30.513569937369518,0.2857353613220175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,101.2433628318584,2.5020754427757605,50.557522123893804,1.753281340519171,80.19911504424779,0.5056376991930623,29.513274336283185,0.355986635114561,0.0,0.0,0.0,0.0,0.0,0.0,50.54545454545455,0.9920922347696078,101.0909090909091,0.255634900517902,29.81818181818182,0.11088718858957512,80.36363636363636,0.1033432121366803,0.0,0.0,0.0,0.0,0.0,0.0,50.50497017892644,2.424689090804672,80.36978131212723,1.665182271418986,101.12524850894633,0.6090383070859191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4629715882627,0.870287529050907,100.8178854215184,0.35085373276387855,30.364229156963205,0.2553182311713611,80.71914299021891,0.10673712739857884,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,101.29577464788731,2.4730981219847763,50.64788732394366,2.009762810608392,80.05633802816901,0.5248061094510963,29.272300469483568,0.3327629838769465,0.0,0.0,0.0,0.0,0.0,0.0,50.58493870402802,0.8706450434681517,101.27145359019265,0.26193079069419756,29.45709281961471,0.12533942620241692,80.14360770577933,0.10079120234576121,0.0,0.0,0.0,0.0,0.0,0.0,50.622543950361944,2.5423543953941494,80.13236814891417,1.7828290224684638,101.24508790072389,0.6920383955650555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.463907603464875,0.9404174200355553,101.03946102021175,0.3505452382449361,30.03272377285852,0.250249068466714,80.49663137632339,0.13699626710544252,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,100.16908212560385,2.4088421550212225,81.81642512077293,1.544411693220934,50.01449275362318,1.380289120950021,31.661835748792267,1.214666983398456,68.50724637681158,0.45125686090313055,18.352657004830917,0.3533835573396303,0.0,0.0,50.060050890585245,1.2419454719107912,100.12010178117049,0.27338372431355873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.002484472049694,2.0910216578639913,81.84844720496895,1.7498272388514107,100.14906832298138,0.3491544276743415,31.845962732919258,0.33834146541665666,18.300621118012426,0.2898642043296375,0.0,0.0,0.0,0.0,49.977324263038554,0.6598795832067528,99.82312925170069,0.26938373193131554,82.19954648526078,0.16283419902514584,17.623582766439913,0.10612461412353487,0.0,0.0,0.0,0.0,0.0,0.0,10.0
7,100.15494393476047,2.314378715109797,81.70846075433232,1.6663772837241082,50.136595310907246,1.5248122982938628,31.690112130479108,1.0251534330856384,68.58307849133539,0.40456927528963554,18.44648318042814,0.3985295861551622,0.0,0.0,50.075774971297356,1.302097392892729,100.15154994259471,0.29240432798961463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.082912032355914,2.136453942142224,81.8685540950455,1.7475711296353718,100.04853387259857,0.3491196719647162,31.785642062689583,0.339065884507421,18.179979777553083,0.30940474080581404,0.0,0.0,0.0,0.0,49.92251308900524,0.7296625925714985,99.84502617801049,0.2678936034002137,82.23246073298431,0.14373243068288763,17.734031413612566,0.09682199308551065,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8,100.31298055178652,2.5378071132657354,50.15649027589326,1.7003028444983475,81.53052917232023,1.6372182900913943,31.269109000452286,1.032864532299296,69.04387155133425,0.48390869560507876,18.88738127544098,0.4214669595276963,0.0,0.0,50.153105440539235,1.3264507832046883,100.30621088107847,0.284779609635789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.12412505832944,2.247669561759389,81.62762482501167,1.672589028187097,100.24825011665888,0.37931050999515004,18.728884741017264,0.30000834703911666,31.503499766682218,0.29928067778707346,0.0,0.0,0.0,0.0,50.02695417789757,0.7382665148600505,100.05390835579514,0.28028111813066126,81.91913746630728,0.17022388412930023,18.13477088948787,0.07935237852943441,0.0,0.0,0.0,0.0,0.0,0.0,10.0
9,100.38148667601685,2.1983397183720466,50.10939691444601,1.7640023157651772,81.50911640953719,1.6210091546751537,31.39971949509117,1.0240061731969266,18.872370266479667,0.4415626671202806,68.98176718092567,0.3731991606724623,0.0,0.0,50.07194244604317,1.3948221163564434,100.14388489208633,0.16150211204753223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.07318894697536,2.1389996974732197,81.60716952949963,0.9209718656930572,100.31964152352502,0.49268209052970474,18.712471994025393,0.4553638053017407,31.360716952949964,0.3486427008518594,0.0,0.0,0.0,0.0,50.083086053412465,0.7362161492774655,81.92284866468843,0.21712668608763994,99.99406528189911,0.1647702191026062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10,100.43502824858759,2.0192560415726666,50.13559322033899,1.8278274989531174,81.42937853107345,1.5474279111465277,31.293785310734467,1.1276479691326724,18.841807909604523,0.3999230127031315,69.14124293785312,0.38314622685098654,0.0,0.0,50.24482109227872,1.2590004859689907,100.34400502197111,0.1855471643365704,81.41117388575016,0.15534844563515937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.15774647887324,2.3706596540105562,81.52676056338028,0.9771199008038177,100.31549295774649,0.49429495312192173,18.625352112676058,0.3737670117216478,31.532394366197185,0.3201383664400219,0.0,0.0,0.0,0.0,50.01477501678979,0.8228472095476091,81.79986568166555,0.2053983955096935,100.02955003357958,0.13740849759099388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11,100.45092540661807,2.2360319106300723,50.225462703309034,1.9597005681314408,81.32361189007293,1.348319298866259,30.96803140773977,1.0462854144113336,69.4828939988783,0.47158318399569304,19.257431295569265,0.44281640354250706,0.0,0.0,50.21476510067114,1.4893495729332928,81.35570469798657,0.18022176281009947,100.42953020134227,0.17848791752438647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23326133909288,2.3685527307568055,81.3002159827214,1.0124217087678897,100.46652267818575,0.46366729167484877,19.04103671706264,0.35220626264807303,31.066954643628513,0.325261406936542,0.0,0.0,0.0,0.0,50.076502732240435,0.7945963490468593,81.64371584699454,0.24728031333034287,100.27978142076502,0.1426542135326293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12,100.19431279620854,2.249203615885582,50.02843601895735,1.5398351531050862,81.77725118483413,1.4989966473151528,31.61137440758294,1.1346007099876374,18.417061611374407,0.3973181048719196,68.58293838862559,0.37560716404067174,0.0,0.0,50.066869300911854,1.261455276115021,100.13373860182371,0.14067271069573456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11794871794872,2.037454665640979,81.7948717948718,0.9187394847835617,100.08717948717948,0.50496173408297,31.825641025641026,0.45591188547842976,18.29230769230769,0.4168222929209496,0.0,0.0,0.0,0.0,49.97307485191169,0.8726308219428309,82.20570813139473,0.19848183530083693,99.82121701669361,0.16493401770566235,17.74044157242865,0.09408242572106813,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
13,100.23300970873788,1.892116032773113,50.11650485436894,1.745444841020663,81.79126213592234,1.2918391498653492,31.674757281553404,0.8062781354643336,68.41747572815535,0.2780018732630426,18.30097087378641,0.2759661649019383,68.83980582524273,0.20642600634888328,50.22680412371135,1.142787579728151,100.29415807560139,0.15925883555762682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.076107298814726,2.327338549817423,81.62694946974423,0.9449576953149322,100.15221459762945,0.42261075140326604,31.55084217092951,0.35645474490434337,18.525265127885216,0.3507728282830383,0.0,0.0,0.0,0.0,50.007585335018966,0.9010526108003604,81.97724399494311,0.18616283487316737,100.01517067003793,0.1804561275646527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
